,Text,Language
183,昨日は雨が降っていましたが、今日は晴れです。,Japanese
184,彼女は毎日、学校に行きます。,Japanese
185,この本はとても難しいです。,Japanese
186,彼は公園でジョギングをします。,Japanese
187,私はフランス語を勉強しています。,Japanese
188,この映画はとても感動しました。,Japanese
189,彼女は新しい服を買いました。,Japanese
190,昨夜、友達とカラオケに行きました。,Japanese
191,私は家で映画を見ました。,Japanese
192,彼は旅行が好きです。,Japanese
193,この問題は時間がかかります。,Japanese
194,私は朝早く起きます。,Japanese
195,彼女は週末に公園で読書をします。,Japanese
196,この町には大きな図書館があります。,Japanese
197,彼は日本の文化に興味があります。,Japanese
198,昨日は映画を見に行きました。,Japanese
199,私は毎日、仕事に行きます。,Japanese
200,私は毎朝6時に起きます。,Japanese
201,富士山は日本で一番高い山です。,Japanese
202,昨日は雨が降っていました。,Japanese
203,日本の首都は東京です。,Japanese
204,彼は英語を話せますか？,Japanese
205,電車が遅れているようです。,Japanese
206,桜の花が満開です。,Japanese
207,今日はとても寒いです。,Japanese
208,明日は休みですか？,Japanese
209,犬が庭で遊んでいます。,Japanese
210,コーヒーに砂糖を入れますか？,Japanese
211,彼女は日本語が上手です。,Japanese
212,私たちは映画を見に行きます。,Japanese
213,この本はとても面白いです。,Japanese
214,昼ご飯に何を食べましたか？,Japanese
215,この駅で降りる人は多いです。,Japanese
216,彼はサッカーが得意です。,Japanese
217,次の電車は何時に来ますか？,Japanese
218,その店はもう閉まっています。,Japanese
219,彼女は毎日ジョギングをします。,Japanese
220,日本の文化はとても興味深いです。,Japanese
221,夕食に寿司を食べました。,Japanese
222,今日は一日中忙しかったです。,Japanese
223,彼は医者になりたいと言っています。,Japanese
224,夏休みにはどこに行きますか？,Japanese
225,このカメラは使いやすいです。,Japanese
226,お茶を飲みたいです。,Japanese
227,新しい靴を買いました。,Japanese
228,この映画は長すぎます。,Japanese
229,日本の天気は変わりやすいです。,Japanese
230,彼女はとても親切な人です。,Japanese
231,あの山に登りたいです。,Japanese
232,今日は仕事がたくさんあります。,Japanese
233,その猫は可愛いですね。,Japanese
234,このホテルは快適です。,Japanese
235,来週、友達が来ます。,Japanese
236,私は寿司が大好きです。,Japanese
237,この道をまっすぐ行くと駅があります。,Japanese
238,彼は明日試験があります。,Japanese
239,新しいレストランがオープンしました。,Japanese
240,今日は一日中雨が降っています。,Japanese
241,彼女はピアノを弾くのが得意です。,Japanese
242,このパソコンは少し古いです。,Japanese
243,学校は来週から始まります。,Japanese
244,彼の車はとても速いです。,Japanese
245,日本語を勉強しています。,Japanese
246,この部屋はとても静かです。,Japanese
247,京都は歴史のある町です。,Japanese
248,来月は旅行に行きます。,Japanese
249,この料理は少し辛いです。,Japanese
250,今日の授業はとても難しかったです。,Japanese
251,彼女は新しい仕事を見つけました。,Japanese
252,この本は図書館で借りました。,Japanese
253,彼はサッカーの試合を見に行きました。,Japanese
254,冬は雪がたくさん降ります。,Japanese
255,今日は何の日ですか？,Japanese
256,この音楽はとてもリラックスできます。,Japanese
257,彼の趣味は読書です。,Japanese
258,この道はあまり交通がありません。,Japanese
259,私は彼に手紙を書きました。,Japanese
260,昨日、友達に会いました。,Japanese
261,今日の天気予報はどうですか？,Japanese
262,私は毎日日本語を勉強しています。,Japanese
263,この絵はとても美しいです。,Japanese
264,彼女は毎朝ジョギングをします。,Japanese
265,この車は電気自動車です。,Japanese
266,新しいカフェがオープンしました。,Japanese
267,私はスポーツが苦手です。,Japanese
268,今日は何時に寝ますか？,Japanese
269,彼は料理が上手です。,Japanese
270,この問題はとても簡単です。,Japanese
271,彼女は毎晩読書をします。,Japanese
272,来週はテストがあります。,Japanese
273,この電車は遅れています。,Japanese
274,彼は明日映画を見に行きます。,Japanese
275,今日は学校が休みです。,Japanese
276,日本では桜の季節が人気です。,Japanese
277,この公園はとても広いです。,Japanese
278,彼女は音楽が大好きです。,Japanese
279,このレストランは人気があります。,Japanese
280,私は寿司が好きですが、彼は嫌いです。,Japanese
281,日本の歴史はとても長いです。,Japanese
282,彼は毎朝新聞を読みます。,Japanese
283,今日の夕食は何を食べますか？,Japanese
284,私は東京に住んでいます。,Japanese
285,彼はいつも時間に正確です。,Japanese
286,この映画はとても感動的です。,Japanese
287,彼女は新しい本を買いました。,Japanese
288,夏には海に行くのが好きです。,Japanese
289,このカフェはとても静かです。,Japanese
290,私は昨日映画を見ました。,Japanese
291,彼は新しい車を買いました。,Japanese
292,この公園には多くの人がいます。,Japanese
293,彼女はフランス語を勉強しています。,Japanese
294,今日はとてもいい天気です。,Japanese
295,彼は写真を撮るのが好きです。,Japanese
296,この音楽はリズムがいいです。,Japanese
297,私は彼と一緒に映画を見ました。,Japanese
298,彼はいつも元気です。,Japanese
299,日本の食べ物はとてもおいしいです。,Japanese
